Longitude,Latitude,DEM_PC_UTM
92.106800000000007,22.574600000000000,60.00000
92.215299999999999,22.187899999999999,49.00000
91.787899999999993,22.473099999999999,29.00000
92.224599999999995,22.182600000000001,64.00000
92.228399999999993,22.198599999999999,36.00000
92.227000000000004,22.202500000000001,57.00000
92.231999999999999,22.189900000000002,27.00000
92.226399999999998,22.182600000000001,44.00000
92.223699999999994,22.183399999999999,44.00000
92.224000000000004,22.184000000000001,47.00000
92.181500000000000,22.169699999999999,74.00000
92.178600000000003,22.164300000000001,28.00000
92.172899999999998,22.140999999999998,23.00000
91.787000000000006,22.469899999999999,29.00000
92.027199999999993,22.457899999999999,11.00000
92.028099999999995,22.457799999999999,10.00000
91.783699999999996,22.476700000000001,22.00000
92.124700000000004,22.497299999999999,58.00000
92.134200000000007,22.495300000000000,29.00000
92.139099999999999,22.504100000000001,23.00000
92.147199999999998,22.509499999999999,17.00000
92.152400000000000,22.508800000000001,25.00000
92.159099999999995,22.505400000000002,20.00000
92.170500000000004,22.501000000000001,30.00000
92.172300000000007,22.500599999999999,26.00000
92.178200000000004,22.497100000000000,21.00000
92.183800000000005,22.549399999999999,71.00000
92.193700000000007,22.498699999999999,18.00000
92.193700000000007,22.498799999999999,18.00000
92.194999999999993,22.499500000000001,23.00000
92.194599999999994,22.500399999999999,32.00000
92.188400000000001,22.532699999999998,66.00000
92.185900000000004,22.542800000000000,76.00000
92.214399999999998,22.507700000000000,50.00000
92.218599999999995,22.498200000000001,46.00000
92.210700000000003,22.502600000000001,46.00000
92.210400000000007,22.502600000000001,45.00000
92.165400000000005,22.609000000000002,69.00000
92.166200000000003,22.606800000000000,71.00000
92.169300000000007,22.599499999999999,52.00000
92.170000000000002,22.594200000000001,67.00000
92.170900000000003,22.590399999999999,60.00000
92.174700000000001,22.578099999999999,42.00000
92.176599999999993,22.574500000000000,52.00000
92.182000000000002,22.555900000000001,73.00000
92.182599999999994,22.554400000000001,74.00000
92.114999999999995,22.632200000000001,105.00000
92.120599999999996,22.640100000000000,146.00000
92.126800000000003,22.644100000000002,127.00000
92.131600000000006,22.646300000000000,80.00000
92.138700000000000,22.648900000000001,60.00000
92.143600000000006,22.652999999999999,111.00000
92.144700000000000,22.650900000000000,108.00000
92.147900000000007,22.652500000000000,76.00000
92.147199999999998,22.653300000000002,80.00000
92.146299999999997,22.654599999999999,71.00000
92.148200000000003,22.655700000000000,62.00000
92.147800000000004,22.656900000000000,77.00000
92.153099999999995,22.658899999999999,62.00000
92.154700000000005,22.656199999999998,70.00000
92.157799999999995,22.651399999999999,44.00000
92.157399999999996,22.650600000000001,56.00000
92.159099999999995,22.648700000000002,63.00000
92.145600000000002,22.656199999999998,64.00000
92.160899999999998,22.648199999999999,44.00000
92.161600000000007,22.647600000000001,41.00000
92.189200000000000,22.640799999999999,44.00000
92.197400000000002,22.645099999999999,46.00000
92.196700000000007,22.646000000000001,41.00000
92.197800000000001,22.654399999999999,43.00000
92.197299999999998,22.649100000000001,31.00000
91.790599999999998,22.471000000000000,39.00000
92.216600000000000,22.187799999999999,33.00000
