Longitude,Latitude,Slope_PC
92.106800000000007,22.574600000000000,10.33463
92.215299999999999,22.187899999999999,4.51635
91.787899999999993,22.473099999999999,9.07810
92.224599999999995,22.182600000000001,3.67018
92.228399999999993,22.198599999999999,19.50911
92.227000000000004,22.202500000000001,16.79465
92.231999999999999,22.189900000000002,9.24162
92.226399999999998,22.182600000000001,9.87218
92.223699999999994,22.183399999999999,15.27011
92.224000000000004,22.184000000000001,5.80064
92.181500000000000,22.169699999999999,12.36077
92.178600000000003,22.164300000000001,1.99562
92.172899999999998,22.140999999999998,0.74398
91.787000000000006,22.469899999999999,10.54761
92.027199999999993,22.457899999999999,1.66322
92.028099999999995,22.457799999999999,0.33273
91.783699999999996,22.476700000000001,8.36432
92.124700000000004,22.497299999999999,11.85267
92.134200000000007,22.495300000000000,8.42200
92.139099999999999,22.504100000000001,15.28986
92.147199999999998,22.509499999999999,13.03014
92.152400000000000,22.508800000000001,8.58633
92.159099999999995,22.505400000000002,6.16538
92.170500000000004,22.501000000000001,23.58223
92.172300000000007,22.500599999999999,7.72077
92.178200000000004,22.497100000000000,6.09423
92.183800000000005,22.549399999999999,4.93427
92.193700000000007,22.498699999999999,2.84059
92.193700000000007,22.498799999999999,2.84059
92.194999999999993,22.499500000000001,7.50055
92.194599999999994,22.500399999999999,8.49194
92.188400000000001,22.532699999999998,15.29643
92.185900000000004,22.542800000000000,11.23514
92.214399999999998,22.507700000000000,1.66322
92.218599999999995,22.498200000000001,3.75910
92.210700000000003,22.502600000000001,1.93944
92.210400000000007,22.502600000000001,1.66322
92.165400000000005,22.609000000000002,12.95858
92.166200000000003,22.606800000000000,18.10625
92.169300000000007,22.599499999999999,3.67018
92.170000000000002,22.594200000000001,3.13591
92.170900000000003,22.590399999999999,10.32950
92.174700000000001,22.578099999999999,6.28790
92.176599999999993,22.574500000000000,13.08153
92.182000000000002,22.555900000000001,13.05389
92.182599999999994,22.554400000000001,12.70861
92.114999999999995,22.632200000000001,4.90083
92.120599999999996,22.640100000000000,19.48486
92.126800000000003,22.644100000000002,16.51002
92.131600000000006,22.646300000000000,15.31942
92.138700000000000,22.648900000000001,19.32135
92.143600000000006,22.652999999999999,1.79127
92.144700000000000,22.650900000000000,9.07810
92.147900000000007,22.652500000000000,10.10102
92.147199999999998,22.653300000000002,6.96097
92.146299999999997,22.654599999999999,8.28676
92.148200000000003,22.655700000000000,6.70663
92.147800000000004,22.656900000000000,9.69259
92.153099999999995,22.658899999999999,5.97675
92.154700000000005,22.656199999999998,3.15344
92.157799999999995,22.651399999999999,5.64796
92.157399999999996,22.650600000000001,3.71491
92.159099999999995,22.648700000000002,6.09423
92.145600000000002,22.656199999999998,14.31245
92.160899999999998,22.648199999999999,7.78349
92.161600000000007,22.647600000000001,7.08458
92.189200000000000,22.640799999999999,3.38932
92.197400000000002,22.645099999999999,4.00019
92.196700000000007,22.646000000000001,1.88157
92.197800000000001,22.654399999999999,4.51635
92.197299999999998,22.649100000000001,9.33368
91.790599999999998,22.471000000000000,6.82708
92.216600000000000,22.187799999999999,13.95891
